PROCEDURE,Billing Description,UNIT CHARGE
301000515,PORPHYRINS TOTAL - FACILITY,63.32
301000516,ASSAY OF PORPHYRINS URINE QUAN&FXJ - FACILITY,159.8
301000517,PORPHYRINS - FACILITY,63.32
301000518,POSACONAZOLE ASSAY - FACILITY,109.27
301000519,POSTMORTEM BILE/BLD SPOT - FACILITY,133.19
301000520,POTASSIUM BODY FLUID - FACILITY,37.78
301000521,POTASSIUM QUANTITATIVE STOOL - FACILITY,32.02
301000522,ASSAY OF SERUM POTASSIUM - FACILITY,30.03
301000523,ASSAY OF URINE POTASSIUM - FACILITY,38.54
301000524,ASSAY OF PREALBUMIN - FACILITY,100.05
301000525,DRUG SCREENING PREGABALIN - FACILITY,120.91
301000526,"CHORIONIC GONADOTROPIN, QUAL - FACILITY",73.12
301000527,ASSAY OF PREGNENOLONE - FACILITY,159.8
301000528,ASSAY OF PRIMIDONE - FACILITY,111.18
301000530,ASSAY OF PROCAINAMIDE W METABOLITES - FACILITY,105.73
301000531,ASSAY OF PROCALCITONIN - FACILITY,156.14
301000532,IMMUNOASSAY ANALYTE QUANT RADIOIMMUNOASSAY - FACILITY,153.47
301000533,ASSAY OF PROGESTERONE - FACILITY,144.21
301000536,ASSAY OF PROINSULIN - FACILITY,222.34
301000537,ASSAY OF PROLACTIN - FACILITY,171.91
301000539,PROPAFENONE ASSAY - FACILITY,102.98
301000542,ASSAY OF PROSTAGLANDIN - FACILITY,94.15
301000543,ASSAY PHOSPHATASE ACID PROSTATIC - FACILITY,107
301000544,PROTEIN E-PHORESIS/URINE/CSF - FACILITY,125.07
301000545,"PROTEIN E-PHORESIS, SERUM - FACILITY",125.07
301000546,PROTEIN E-PHORESIS/URINE/CSF - FACILITY,125.07
301000547,PROTEIN TOT XCPT REFRACTOMETRY OTH SRC - FACILITY,43.08
301000548,PROTEIN TOT XCPT REFRACTOMETRY OTH SRC - FACILITY,43.08
301000550,PROTEIN TOT XCPT REFRACTOMETRY SERUM - FACILITY,34.42
301000551,PROTEIN TOT XCPT REFRACTOMETRY URINE - FACILITY,45.16
301000552,IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTIPLE STEP - FACILITY,113.95
301000553,ASSAY RBC PROTOPORPHYRIN - FACILITY,107.12
301000555,"PROSTATE SPECIFIC ANTIGEN,FREE - FACILITY",133.84
301000556,"PROSTATE SPECIFIC ANTIGEN,TOTAL - FACILITY",133.59
301000557,PSYCHOSINE QUANT - FACILITY,158.16
301000558,CHEMILUMINESCENT ASSAY - FACILITY,74.67
301000560,PYRIDOXIC ACID QUANT - FACILITY,110.36
301000561,ASSAY OF PYRUVATE - FACILITY,109.77
301000563,ASSAY OF PYRUVATE KINASE - FACILITY,74.98
301000565,ASSAY OF QUINIDINE - FACILITY,98.39
301000566,"SUGARS SINGLE QUALITATIVE, EACH SPECIMEN - FACILITY",46.38
301000567,RENAL FUNCTION PANEL - FACILITY,101.18
301000568,ASSAY OF RENIN - FACILITY,215.41
301000569,RETINOL BINDING PROTEIN - FACILITY,103.09
301000571,THERAPEUTIC DRUG UNLISTED - FACILITY,106.5
301000573,IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTIPLE STEP - FACILITY,119.51
301000575,RNA POLYMERASE III AB IGG QUANT - FACILITY,123.62
301000579,ASSAY OF SELENIUM - FACILITY,140.73
301000580,ASSAY OF SEROTONIN - FACILITY,265.84
301000581,DRUG SCREEN QUANT ANABOLIC STEROID 1 OR 2 - FACILITY,181.37
301000582,ASSAY OF SEX HORMONE BINDING GLOBULIN - FACILITY,180.64
301000583,CREATININE CLEARANCE TEST - FACILITY,81.53
301000584,ASSAY OF SIROLIMUS - FACILITY,117.75
301000589,"ASSAY OF SODIUM, OTHER SOURCE - FACILITY",45.16
301000590,ASSAY OF URINE SODIUM - FACILITY,40.38
301000591,ASSAY OF SERUM SODIUM - FACILITY,31.27
301000592,"ASSAY, NON-ENDOCRINE RECEPTOR - FACILITY",354.36
301000593,ASSAY OF SOMATOMEDIN - FACILITY,270.98
301000594,BODY FLUID SPECIFIC GRAVITY - FACILITY,25.7
301000597,GROWTH STIMULATION EXPRESSED GENE 2 - FACILITY,75.6
301000598,STEROLS PLASMA QUANT - FACILITY,126.53
301000600,STRIATIONAL AB QUANT - FACILITY,129.22
301000601,COLUMN CHROMATOGRAPHY/MASS SPEC - FACILITY,133.42
301000602,SULFAMETHOXAZOLE ASSAY - FACILITY,102.98
301000603,ASSAY OF URINE SULFATE - FACILITY,32.93
301000604,BLOOD SULFHEMOGLOBIN ASSAY - FACILITY,66.39
301000605,SUPPLEMENTAL NB SCREEN - FACILITY,89.04
301000606,SYN GLUCOCORTICOID SCRN URINE - FACILITY,110.36
301000607,SYN GLUCOCORTICOID SCRN - FACILITY,110.36
301000608,TRIIODOTHYRONINE FREE ASSAY (FT-3) - FACILITY,150.23
301000609,THYROID HORM UPTAKE/THYR HORM BINDING RATIO - FACILITY,56.36
301000610,TRIIODOTHYRONINE T3 REVERSE - FACILITY,166.75
301000611,"TRIIODOTHYRONINE TOTAL ASSAY, TT-3 - FACILITY",115.45
301000612,ASSAY OF FREE THYROXINE - FACILITY,86.41
301000613,ASSAY OF TOTAL THYROXINE - FACILITY,53.35
301000614,ASSAY OF TACROLIMUS - FACILITY,114.85
301000615,DRUG SCREENING TAPENTADOL - FACILITY,139.79
301000617,ASSAY OF TESTOSTERONE - FACILITY,158.73
301000618,ASSAY OF TOTAL TESTOSTERONE - FACILITY,150.08
301000620,DRUG SCREENING CANNABINOIDS NATURAL - FACILITY,181.37
301000621,DRUG SCREENING CANNABINOIDS NATURAL - FACILITY,181.37
301000627,"ASSAY OF THROMBOXANE METABOLITE W/WO THROMBOXANE, URINE - FACILITY",79.36
301000628,ASSAY OF THYROGLOBULIN - FACILITY,144.01
301000629,ASSAY OF THYROGLOBULIN - FACILITY,144.73
301000630,ASSAY OF THYROID STIM IMMUNOGLOBULINS (TSI) - FACILITY,406.88
301000631,ASSAY THYROID STIM HORMONE - FACILITY,123.81
301000633,THYROTROPIN RECEPTOR ANTIBODY QUANT - FACILITY,129.22
301000634,ASSAY OF THYROXINE BNDNG GLOBULIN - FACILITY,103.91
301000635,TIAGABINE ASSAY - FACILITY,127.6
301000636,IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTIPLE STEP - FACILITY,119.51
301000637,ASSAY OF TOBRAMYCIN - FACILITY,102.49
301000638,ASSAY OF TOPIRAMATE - FACILITY,92.7
301000640,TOTAL LIGHT CHAIN EA - FACILITY,123.69
301000641,TPPI AND PPTI - FACILITY,130.07
301000642,DRUG SCREENING TRAMADOL - FACILITY,181.37
301000643,ASSAY OF TRANSFERRIN - FACILITY,123.69
301000646,ASSAY OF TRIGLYCERIDES - FACILITY,36.68
301000647,TRIMETHOPRIM ASSAY - FACILITY,102.09
301000649,"ASSAY OF TROPONIN, QUANT - FACILITY",66.7
301000651,TRYPTASE SERUM - FACILITY,133.4
301000652,"AMINO ACIDS, SINGLE QUANTITATION - FACILITY",320.15
301000654,ASSAY TYROSINE - FACILITY,60.63
301000656,UPG DECARBOXYLASE - FACILITY,130.07
301000658,ASSAY URINE UREA-N - FACILITY,46.09
301000659,"ASSAY UREA NITROGEN, QUAN - FACILITY",32.47
301000660,"ASSAY OF URIC ACID, BLOOD - FACILITY",29.82
301000661,"ASSAY OF URIC ACID, BLOOD, OTHER SOURCE - FACILITY",48.62
301000662,ASSAY OF ADP & AMP - FACILITY,229.31
301000663,ASSAY OF UROBILINOGEN URINE SEMIQUAN - FACILITY,32.54
301000664,UROPORPHYRINOGEN III SYNTHASE - FACILITY,241.79
301000665,DRUG SCREEN QUANT DIPROPYLACETIC ACID TOTAL - FACILITY,96.36
301000666,DRUG SCREEN QUANT DIPROPYLACETIC ACID FREE - FACILITY,96.36
301000667,ASSAY OF VANCOMYCIN - FACILITY,92.26
301000668,ASSAY OF URINE VMA - FACILITY,122.02
301000669,ASSAY OF VIP - FACILITY,234.09
301000670,ASSAY OF VASOPRESSIN - FACILITY,243.19
301000671,VENLAFAXINE ASSAY - FACILITY,109.27
301000673,IMMUNOASSAY ANALYTE QUANT RADIOIMMUNOASSAY - FACILITY,164.76
301000674,ASSAY OF VITAMIN A - FACILITY,128.08
301000675,ASSAY OF VITAMIN B-1 - FACILITY,147.21
301000676,VITAMIN B-12 - FACILITY,127.73
301000677,ASSAY OF VITAMIN B-2 - FACILITY,145.92
301000678,ASSAY OF VITAMIN B-6 - FACILITY,240.89
301000679,"ASSAY, DIHYDROXYVITAMIN D W/FRACTIONS, IF PERFORMED - FACILITY",204.17
301000680,"ASSAY OF VIT D,CALCIFEDIOL W FRACTIONS, IF PERFORMED - FACILITY",205.46
301000681,ASSAY OF VITAMIN E - FACILITY,92.36
301000682,ASSAY OF VITAMIN K - FACILITY,165.55
301000684,VORICONAZOLE ASSAY - FACILITY,109.27
301000685,WARFARIN ASSAY - FACILITY,102.98
301000686,"PROTEIN, WESTERN BLOT TEST, W BAND ID - FACILITY",291.84
301000689,ASSAY OF ZINC - FACILITY,116.73
301000690,DRUG SCREEN QUANTITATIVE ZONISAMIDE - FACILITY,85.49
301000692,TOTAL CORTISOL - FACILITY,132.41
301000696,"BLOOD, OCCULT, BY PEROXID, FECES, OTHER SOURCES - FACILITY",29.64
301000697,OXYSTEROLS BLOOD SPOT - FACILITY,127.59
301000698,ASSAY OF THEOPHYLLINE - FACILITY,96.16
301000701,MITOCHONDRIAL ENZYME COMPLEX I - FACILITY,102.22
301000702,"ACTH STIM PANEL, 3 BETAHYDROX DEF - FACILITY",431.59
301000703,"ACTH STIM PANEL, 21 HYDROX DEF - FACILITY",315.12
301000706,DRUG SCREEN QUANT ALCOHOLS BIOMARKERS 1 OR 2 - FACILITY,181.37
301000708,DRUG SCREENING HEROIN METABOLITE - FACILITY,144.55
301000709,DRUG SCREENING OPIATES 1 OR MORE - FACILITY,144.55
301000712,HEAVY METAL QUANTIATIVE EACH NES - FACILITY,164.67
301000713,ASSAY OF MERCURY - FACILITY,131.14
301000714,ASSAY OF OXALATE - FACILITY,100.55
301000715,ASSAY OF URINE PHOSPHORUS - FACILITY,54.22
301000742,HYDROXYCHLOROQUINE ASSAY - FACILITY,181.37
301000751,GDF15 - FACILITY,129.22
301000752,LDS/X-ALD NB SCREEN - FACILITY,31.99
301000754,LYSOSOMAL STORAGE NB SCREEN - FACILITY,133.42
301000755,COL CHROMOTOGRAPHY QUAL/QUAN 4 - FACILITY,126.53
301000756,ADENYLATE KINASE - FACILITY,150.91
301000770,"CHORIONIC GONADOTROPIN, QUANT - FACILITY",115.52
301000771,"ASSAY OF TROPONIN, QUANT - FACILITY",66.7
301000786,"AMINO ACIDS, 2-5 QUANT - FACILITY",423.84
301000789,OXYSTEROLS QUANT - FACILITY,158.16
301000790,PURINE AND PYRIMIDINE PANEL - FACILITY,126.53
301000791,ALPHA GALACTOSIDASE BLD SPOT - FACILITY,193.42
301000796,LYSOSOMAL ACID LIPASE - FACILITY,130.07
301000797,PPM PMI LEUKOCYTES - FACILITY,201.49
301000809,PYRUVATE DEHYDROGENASE COMPLEX - FACILITY,62.34
301000811,CELL COUNT BODY FLUID - FACILITY,50.58
301000814,CELL COUNT W DIFF BODY FLUID - FACILITY,73.64
301000815,CELL COUNT W DIFF BRONCH LAVAGE - FACILITY,77.62
301000816,"LEUKOCYTE COUNT,FECAL - FACILITY",56.96
301000817,"EXAM,SYNOVIAL FLUID CRYSTALS - FACILITY",72.27
301000818,DRUG TEST PRSMV CHEM ANLYZR1 - FACILITY,123.04
301000819,DRUG TEST PRSMV CHEM ANLYZR2 - FACILITY,123.04
301000820,DRUG TEST PRSMV CHEM ANLYZR3 - FACILITY,123.04
301000821,DRUG TEST PRSMV CHEM ANLYZR4 - FACILITY,123.04
301000822,DRUG TEST PRSMV CHEM ANLYZR5 - FACILITY,123.04
301000823,DRUG TEST PRSMV CHEM ANLYZR6 - FACILITY,123.04
301000824,DRUG TEST PRSMV CHEM ANLYZR7 - FACILITY,123.04
301000826,FENTANYL SCREEN - FACILITY,123.04
301000828,ASSAY BIOVLBL TESTOSTERONE DIRECT MEASUREMENT - FACILITY,152.89
301000837,"PROSTATE SPECIFIC ANTIGEN,TOTAL - FACILITY",133.59
301000838,"ASSAY OF GAMMAGLOBULIN IGA, IGD, IGG, IGM, EACH - FACILITY",79.64
301000840,HEMOGLOBIN ELECTROPHORESIS - FACILITY,84.12
301000842,EOSINOPHIL COUNT - FACILITY,102.89
301000843,ASSAY OF AMIKACIN - FACILITY,98.39
301000845,TPMT ACTIVITY PROFILE RBC - FACILITY,119.42
301000850,GONADOTROPIN (LH) - FACILITY,149.61
301000851,HEAVY METAL QUANTIATIVE EACH NES - FACILITY,140.41
301000852,ASSAY OF CALCITONIN - FACILITY,191.73
301000855,ADALIMUMAB - FACILITY,129.22
301000856,ADALIMUMAB QN W/REFLEX - FACILITY,102.98
301000860,"7AC4, BILE ACID SYNTH - FACILITY",110.36
301000861,PORPHOBILINOGEN - FACILITY,110.36
301000873,KERATAN SULFATE QUANT - FACILITY,133.42
301000874,"MUCOPOLYSACCHARIDOSIS, BS - FACILITY",133.42
301000875,GALE DEFICIENCY - FACILITY,133.42
301000876,ECULIZUMAB ASSAY - FACILITY,102.98
301000877,DRUG SCREENING BENZODIAZEPINES 1-12 - FACILITY,120.91
301000878,ASSAY OF ALDOSTERONE - FACILITY,233.46
301000879,"24, 25 DIHYDROXY - FACILITY",110.36
301000885,RUFINAMIDE ASSAY - FACILITY,102.98
301000886,HEAVY METAL QUANTIATIVE EACH NES - FACILITY,140.41
301000887,ASSAY OF CHROMIUM - FACILITY,126.59
301000888,APIXABAN ANTI-XA - FACILITY,102.98
301000889,RIVAROXABAN ANTI-XA - FACILITY,102.98
301000924,ASSAY OF SELENIUM - FACILITY,140.73
301000933,ASSAY OF GLUCOSIDASE - FACILITY,132.07
301000937,M-PROTEIN ISOTYPE MALDI-TOF MS - FACILITY,26.17
301000942,COENZYME Q10 TOTAL - FACILITY,126.53
301000943,AMYLOID PROTEIN 2 - FACILITY,123.28
301000948,CERAMIDE - FACILITY,122.67
301000949,ASSAY OF THYROGLOBULIN - FACILITY,144.73
301000955,ASSAY OF CYCLOSPORINE - FACILITY,111.15
301000956,THERAPEUTIC DRUG UNLISTED 1 - FACILITY,106.5
301000957,DRUG TEST PRSMV CHEM ANLYZR11 - FACILITY,123.04
301000958,DRUG TEST PRSMV CHEM ANLYZR13 - FACILITY,123.04
301000959,DRUG TEST PRSMV CHEM ANLYZR9 - FACILITY,123.04
301000960,DRUG TEST PRSMV CHEM ANLYZR8 - FACILITY,123.04
301000961,DRUG TEST PRSMV CHEM ANLYZR12 - FACILITY,123.04
301000962,DRUG TEST PRSMV CHEM ANLYZR10 - FACILITY,123.04
301000963,DRUG SCREEN QUANTITATIVE ALCOHOLS - FACILITY,181.37
301000964,DRUG SCREEN QUANTITATIVE ALCOHOLS - FACILITY,181.37
301000965,DRUG SCREEN QUANTITATIVE ALCOHOLS - FACILITY,181.37
301000966,DRUG SCREEN QUANTITATIVE ALCOHOLS - FACILITY,181.37
301000967,ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 1 OR 2 - FACILITY,181.37
301000968,BARBITURATES QUANT ASSAY 1 - FACILITY,181.37
301000969,BARBITURATES QUANT ASSAY 2 - FACILITY,181.37
301000970,DRUG SCREENING BENZODIAZEPINES 1-12 - FACILITY,181.37
301000971,DRUG SCREENING BENZODIAZEPINES 1-12 - FACILITY,181.37
301000972,DRUG SCREENING COCAINE - FACILITY,181.37
301000973,DRUG SCREENING FENTANYL - FACILITY,181.37
301000974,DRUG SCREENING HEROIN METABOLITE - FACILITY,181.37
301000975,"ALPHA-1-ANTITRYPSIN, TOTAL - FACILITY",116.73
301000976,ASSAY OF ARSENIC - FACILITY,159.51
301000977,BILIRUBIN TOTAL - FACILITY,36.83
301000978,CARCINOEMBRYONIC ANTIGEN - FACILITY,149.84
301000979,CARCINOEMBRYONIC ANTIGEN - FACILITY,149.84
301000980,"CORTISOL, FREE - FACILITY",155.63
301000981,PORPHYRINS FRACTION 1 - FACILITY,126.53
301000982,BETA GALACTOSIDASE ANY SOURCE 2 - FACILITY,130.07
301000983,BETA GALACTOSIDASE ANY SOURCE 1 - FACILITY,130.07
301000984,GONADOTROPIN (LH) - FACILITY,124.43
301000985,HEAVY METAL QUANTIATIVE EACH NES - FACILITY,140.41
301000986,HEAVY METAL QUANTIATIVE EACH NES - FACILITY,140.41
301000987,HEAVY METAL QUANTIATIVE EACH NES - FACILITY,140.41
301000988,GANGLIOSIDE QUANT 1 - FACILITY,129.22
301000989,IMMUNOASSAY QUANT NOS 4 - FACILITY,129.22
301000990,IMMUNOASSAY QUANT NOS 3 - FACILITY,129.22
301000991,IMMUNOASSAY QUANT NOS 1 - FACILITY,129.22
301000992,ASSAY OF MERCURY - FACILITY,139.21
301000993,ALPHA 1 MICROGLOBIN 1 - FACILITY,103.09
301000994,RETINOL BINDING PROTEIN 1 - FACILITY,103.09
301000995,"ASSAY SNGL ORGANIC ACID, QUANTITATIVE - FACILITY",124.87
301000996,ASSAY OF BLOOD OSMOLALITY - FACILITY,59.77
301000997,ASSAY OF PARATHORMONE - FACILITY,287.28
301000998,ASSAY FOR PHENCYCLIDINE - FACILITY,181.37
301000999,ASSAY OF PROCALCITONIN - FACILITY,156.14
301001000,"PROSTATE SPECIFIC ANTIGEN,TOTAL - FACILITY",133.59
301001001,ASSAY OF TOTAL THYROXINE - FACILITY,53.35
301001002,ASSAY OF TRIGLYCERIDES - FACILITY,36.68
301001003,ASSAY OF ZINC - FACILITY,116.73
301001004,NITROGEN TOTAL 1 - FACILITY,97.59
301001005,EOSINOPHIL COUNT 1 - FACILITY,102.89
302000007,ANTIHUMAN GLOBULIN INDIRECT EA ANTIBODY TITER - FACILITY,77.82
302000009,ALLERGEN SPEC IGE CRUDE ALLERGEN EXTRACT EACH - FACILITY,35.02
302000010,"ALLERGEN SPEC IGG QUANT,EACH - FACILITY",32.9
302000011,ANTIHUMAN GLOBULIN INDIRECT EA ANTIBODY TITER - FACILITY,77.82
302000012,ALPHA-FETOPROTEIN CSF QUANT - FACILITY,250.12
302000013,FLUORESCENT ANTIBODY; SCREEN - FACILITY,109.37
302000014,FLUORESCENT ANTIBODY; TITER - FACILITY,98.37
302000015,FLUORESCENT ANTIBODY; SCREEN - FACILITY,106.74
302000016,PHOSPHOLIPID ANTIBODY - FACILITY,45.56
302000018,RBC ANTIBODY ELUTION - FACILITY,86.17
302000020,RBC ANTIBODY IDENTIFICATION - FACILITY,120.62
302000022,RBC ANTIBODY SCREEN - FACILITY,65.19
302000023,ANTI-DIPTHERIA TOXOID IGG - FACILITY,101.57
302000024,FLUORESCENT ANTIBODY; SCREEN - FACILITY,116.73
302000026,ANTINUCLEAR ANTIBODIES - FACILITY,119.51
302000028,ANTISTREPTOLYSIN O TITER - FACILITY,74.11
302000030,ANTI-TETANUS TOXOID IGG - FACILITY,101.57
302000031,FLUORESCENT ANTIBODY; SCREEN - FACILITY,109.37
302000032,ASPERGILLUS ANTIBODY - FACILITY,82.84
302000033,"B CELLS, TOTAL COUNT - FACILITY",291.82
302000035,"BARTONELLA, ANTIBODY - FACILITY",105.8
302000037,"BETA 2 GLYCOPROTEIN I ANTIBODY,EA - FACILITY",231.86
302000038,"BLASTOMYCES, ANTIBODY - FACILITY",107.34
302000041,BLOOD TYPING SEROLOGIC ABO - FACILITY,38.9
302000043,BLOOD TYPE ANTIGEN DONOR REAGENT SERUM EACH - FACILITY,35.83
302000045,BLOOD TYPING SEROLOGIC RH (D) - FACILITY,38.22
302000046,BORDETELLA ANTIBODY - FACILITY,121.98
302000047,"BRUCELLA, ANTIBODY - FACILITY",87.48
302000048,"BRUCELLA, ANTIBODY - FACILITY",87.48
302000049,CARDIOLIPIN ANTIBODY - FACILITY,231.86
302000052,CHIKUNGUNYA AB EA - FACILITY,97.67
302000054,"CHLAMYDIA, IGM, ANTIBODY - FACILITY",88.31
302000055,CHROMOGRANIN A QUANT - FACILITY,233.45
302000056,"COCCIDIOIDES, ANTIBODY - FACILITY",112.41
302000058,"COLD AGGLUTININ, TITER - FACILITY",81.19
302000060,"COMPATIBILITY TEST,ANTIGLOB TECH - FACILITY",103.41
302000061,"COMPATIBILITY TEST, ELECTRONIC - FACILITY",86.17
302000062,"COMPATIBILITY TEST,SPIN TECH - FACILITY",96.35
302000065,"COMPLEMENT, ANTIGEN - FACILITY",125.93
302000066,"COMPLEMENT, ANTIGEN - FACILITY",125.93
302000067,"COMPLEMENT, ANTIGEN - FACILITY",125.93
302000068,COMPLEMENT/FUNCTION ACTIVITY - FACILITY,157.27
302000069,COMPLEMENT/FUNCTION ACTIVITY - FACILITY,157.27
302000070,"COMPLEMENT, TOTAL (CH50) - FACILITY",190.44
302000072,C-REACTIVE PROTEIN - FACILITY,66.01
302000073,FLUORESCENT ANTIBODY; SCREEN - FACILITY,106.74
302000074,"C-REACTIVE PROTEIN,HIGH SENSITIVITY - FACILITY",82
302000075,CRYPTOCOCCAL ANTIGEN CSF - FACILITY,72.97
302000078,CRYPTOCOCCAL ANTIGEN - FACILITY,72.97
302000081,CYCLIC CIRULLINATED PEPTIDE ANTIBODY - FACILITY,123.69
302000084,"CMV ANTIBODY, IGM - FACILITY",124.83
302000085,CMV ANTIBODY - FACILITY,126.73
302000088,DENGUE FEVER EA - FACILITY,95.96
302000089,"DEOXYRIBONUCLEASE, ANTIBODY - FACILITY",119.81
302000093,ANTIHUMAN GLOBULIN DIR EA ANTISERUM - FACILITY,53.48
302000095,ANTIHUMAN GLOBULIN DIR EA ANTISERUM - FACILITY,48.5
302000096,"DNA ANTIBODY, NATV/2 STRAND - FACILITY",127.15
302000098,FLUORESCENT ANTIBODY; SCREEN - FACILITY,109.37
302000099,ECHINOCOCCUS AB IGG - FACILITY,123.85
302000100,"EHRLICHIA, ANTIBODY - FACILITY",119.64
302000101,ENCEPHAL ANTIBODY CALIF - FACILITY,93.63
302000102,ENCEPHAL ANTIBODY CALIF - FACILITY,93.63
302000103,ENCEPHAL ANTIBODY EAST EQU - FACILITY,99.91
302000104,ENCEPHAL ANTIBODY EAST EQU - FACILITY,99.91
302000105,ENCEPHAL ANTIBODY ST LOUIS - FACILITY,93.63
302000106,ENCEPHAL ANTIBODY ST LOUIS - FACILITY,93.63
302000107,ENCEPHAL ANTIBODY WEST EQU - FACILITY,93.63
302000108,ENCEPHAL ANTIBODY WEST EQU - FACILITY,93.63
302000109,FLUORESCENT ANTIBODY; TITER - FACILITY,97.16
302000110,FLUORESCENT ANTIBODY; SCREEN - FACILITY,274.74
302000113,"EPSTEIN-BARR ANTIBODY,NUCLEAR - FACILITY",119.64
302000114,"EPSTEIN-BARR ANTIBODY,V CAPSID - FACILITY",135.24
302000115,NUCLEAR ANTIGEN ANTIBODY - FACILITY,49.63
302000116,FLOW CYTOMETRIC CROSSMATCH - FACILITY,378.83
302000120,FLUORESCENT ANTIBODY; SCREEN - FACILITY,109.37
302000121,FLUORESCENT ANTIBODY; TITER - FACILITY,98.37
302000122,ISLET CELL ANTIBODY - FACILITY,124.64
302000124,FLUORESCENT ANTIBODY; SCREEN - FACILITY,106.74
302000125,WBC ANTIBODY IDENTIFICATION - FACILITY,192.63
302000127,HEPATITIS A ANTIBODY HAAB - FACILITY,102.72
302000128,HEPATITIS ANTIBODY HAAB IGM ANTIBODY - FACILITY,86.69
302000129,"HEP B CORE AB TEST, TOTAL - FACILITY",91.02
302000130,"HEP B CORE AB TEST, IGM - FACILITY",98.82
302000131,HEPATITIS BE AB TEST - FACILITY,84.21
302000132,HBV SURFACE AB QUANT - FACILITY,101.57
302000133,HEPATITIS B SURFACE AB TEST - FACILITY,89.75
302000134,HEPATITIS C AB TEST - FACILITY,136.03
302000135,"HEP C AB TEST, CONFIRM - FACILITY",199.27
302000136,HEPATITIS C AB TEST - FACILITY,148.14
302000137,HEPATITIS C AB TEST - FACILITY,25.2
302000139,HELICOBACTER PYLORI - FACILITY,123.85
302000140,HEMOLYSINS/AGGLUTININS - FACILITY,74.53
302000142,HEMOPHILUS INFLUENZA - FACILITY,130.05
302000143,PLATELET ANTIBODIES - FACILITY,270.98
302000145,"HERPES SIMPLEX TEST, TYPE 1 - FACILITY",114.43
302000146,"HERPES SIMPLEX TEST, TYPE 2 - FACILITY",114.43
302000147,"HETEROPHILE ANTIBODIES,SCREEN - FACILITY",80.96
302000148,HEV AB - FACILITY,97.67
302000149,HEV IGM AB CONFIRM - FACILITY,97.67
302000150,HISTOPLASMA - FACILITY,97.21
302000151,HIV-1 - FACILITY,84.93
302000152,"HIV-1/HIV-2, SINGLE ASSAY - FACILITY",104.03
302000153,ORAL HIV-1/HIV-2 SCREEN - FACILITY,115.38
302000154,EIA HIV-1/HIV-2 SCREEN - FACILITY,118.03
302000155,HIV-2 - FACILITY,112.22
302000156,HTLV/HIV CONFIRMATORY TEST - FACILITY,129.43
302000157,HTLV/HIV CONFIRMATORY TEST - FACILITY,137.86
302000158,ANTIBODY HLA CLASS I HIGH DEFINITION PANEL QUAL - FACILITY,740.7
302000159,ANTIBODY HLA CLASS II HIGH DEFINITION PANEL QUAL - FACILITY,687.2
302000160,HLA AB SCRN CL 1/2 SOLID PHASE - FACILITY,166.78
302000165,"HLA TYPING, A,B,OR C /SINGLE - FACILITY",169.28
302000169,"HERPES SIMPLEX TEST, UNSPECIFIED TYPE - FACILITY",134.79
302000170,"HERPES SIMPLEX TEST, UNSPECIFIED TYPE - FACILITY",114.43
302000172,HTLV/HIV CONFIRMATORY TEST - FACILITY,137.86
302000173,HTLV I AB - FACILITY,99.07
302000175,HUMAN EPIDIDYMIS PROTEIN 4 (HE4) - FACILITY,92.58
302000176,ISLET CELL ANTIBODY - FACILITY,124.64
302000177,IFE OTHER FLUIDS - FACILITY,246.79
302000178,"IMMUNOFIX E-PHORESIS, SERUM - FACILITY",233.45
302000179,IFE URINE - FACILITY,246.79
302000181,"IMMUNOASSAY, TUMOR ANTIGEN, CA 125 - FACILITY",233.45
302000182,"IMMUNOASSAY, TUMOR ANTIGEN, CA 15-3 - FACILITY",233.45
302000183,"IMMUNOASSAY, TUMOR ANTIGEN, CA 19-9 - FACILITY",233.45
302000184,"IMMUNOASSAY, TUMOR ANTIGEN, CA 15-3 - FACILITY",233.45
302000190,INFLUENZA VIRUS - FACILITY,85.82
302000191,INHIBIN A - FACILITY,216.77
302000192,INSULIN ANTIBODIES - FACILITY,283.48
302000194,"AUTOLOGOUS BLOOD, OP SALVAGE - FACILITY",473.54
302000195,INTRINSIC FACTOR ANTIBODY - FACILITY,175.11
302000197,LEGIONELLA - FACILITY,104.03
302000198,LEISHMANIA - FACILITY,87.81
302000199,LEPTOSPIRA - FACILITY,85.82
302000203,LYME DISEASE ANTIBODY - FACILITY,138.95
302000204,"LYME DISEASE ANTIBODY, CONFIRMATORY - FACILITY",153.44
302000206,LYMPHOCYTE TRANSFORMATION - FACILITY,466.6
302000207,LYMPHOCYTE TRANSFORMATION - FACILITY,530.29
302000208,"LYMPHOCYTOTOXICITY ASSAY,TITRATN - FACILITY",333.12
302000209,"LYMPHOCYTOTOXICITY ASSAY,TITRATN - FACILITY",333.12
302000210,MYCOPLASMA - FACILITY,97.67
302000211,MYCOPLASMA - FACILITY,97.67
302000212,"TB TEST, CELL MEDIATED ANTIGEN RESPONSE,GAMMA INTERFRON - FACILITY",106.45
302000213,MICROPOLYSPORA FAENI IGG AB SERUM - FACILITY,111.89
302000214,MICROSOMAL ANTIBODY - FACILITY,145.92
302000215,MICROSOMAL ANTIBODY - FACILITY,137.58
302000218,MONONUCLEAR CELL AG EA - FACILITY,208.51
