PROCEDURE,Billing Description,UNIT CHARGE
301000398,ASSAY OF MAGNESIUM - FACILITY,53
301000400,ASSAY OF MANGANESE - FACILITY,161
301000401,IMMUNOASSAY QUANT NOS 2 - FACILITY,124
301000406,ASSAY OF MERCURY - FACILITY,127
301000407,ASSAY OF METANEPHRINES - FACILITY,186
301000408,ASSAY OF METANEPHRINES - FACILITY,183
301000409,DRUG SCREENING METHADONE - FACILITY,176
301000410,DRUG SCREENING METHADONE - FACILITY,130
301000411,"BLOOD METHEMOGLOBIN, QUANT - FACILITY",48
301000412,METHEMOGLOBIN REDUCTASE - FACILITY,249
301000413,METHOTREXATE ASSAY - FACILITY,110
301000415,DRUG SCREENING METHYLENEDIOXYAMPHETAMINES - FACILITY,176
301000416,METHYLHISTAMINE QUANT - FACILITY,201
301000420,MEXILETINE SERUM - FACILITY,145
301000421,URINE ALBUMIN QUANTITATIVE - FACILITY,118
301000422,IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTIPLE STEP - FACILITY,106
301000429,MUCOPOLYSACCHARIDES - FACILITY,180
301000431,IMMUNOASSAY ANALYTE QUANT RADIOIMMUNOASSAY - FACILITY,174
301000433,DRUG SCREEN QUANTITATIVE MYCOPHENOLATE - FACILITY,76
301000434,IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTIPLE STEP - FACILITY,106
301000437,ASSAY OF MYOGLOBIN - FACILITY,119
301000440,NATRIURETIC PEPTIDE - FACILITY,218
301000444,NEURON SPECIFIC ENOLASE QUANT SERUM - FACILITY,159
301000445,NEURON SPECIFIC ENOLASE QUANT - FACILITY,155
301000449,ASSAY OF NICKEL - FACILITY,233
301000450,ASSAY OF NICKEL - FACILITY,132
301000451,ALKALOIDS NOT OTHERWISE SPECIFIED - FACILITY,176
301000453,NITROGEN TOTAL - FACILITY,211
301000457,ASSAY OF NUCLEOTIDASE 5' - FACILITY,131
301000460,"BLOOD OCCULT,BY PEROXID,FECES,SINGLE, COLORECTAL SCREEN - FACILITY",27
301000461,"BLOOD OCCULT,BY PEROXID, FECES, 1-3 SIMULT,  NON CA SCREEN - FACILITY",27
301000463,OLIGOCLONAL IMMUNOGLOBULIN - FACILITY,179
301000464,OLIGOSACCHARIDOSES SCREEN - FACILITY,187
301000466,DRUG SCREENING OPIATES 1 OR MORE - FACILITY,176
301000467,DRUG SCREENING OPIOIDS & OPIATE ANALOGS 5/MORE - FACILITY,176
301000468,"ASSAY SNGL ORGANIC ACID, QUANTITATIVE - FACILITY",169
301000469,"ASSAY SNGL ORGANIC ACID, QUANTITATIVE - FACILITY",169
301000470,ASSAY ORGANIC ACIDS QUALITATIVE - FACILITY,175
301000471,ASSAY ORGANIC ACIDS QUANTITATIVE - FACILITY,187
301000472,ASSAY OF BLOOD OSMOLALITY - FACILITY,63
301000473,ASSAY OF URINE OSMOLALITY - FACILITY,86
301000474,OSMOLALITY STOOL - FACILITY,50
301000475,ASSAY OF OSTEOCALCIN - FACILITY,234
301000476,DRUG SCREEN QUANTITATIVE OXCARBAZEPINE - FACILITY,83
301000478,DRUG SCREENING OXYCODONE - FACILITY,176
301000479,ASSAY OF OXALATE - FACILITY,116
301000480,ASSAY OF OXALATE - FACILITY,134
301000482,IMMUNOASSAY ANALYTE QUANT RADIOIMMUNOASSAY - FACILITY,208
301000483,ASSAY OF PARATHORMONE - FACILITY,318
301000484,IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTIPLE STEP - FACILITY,146
301000487,PBG DEAMINASE - FACILITY,162
301000490,PENTOBARBITAL QUANT ASSAY - FACILITY,176
301000492,PH BODY FLUID - FACILITY,35
301000493,PH URINE - FACILITY,35
301000494,ASSAY FOR PHENCYCLIDINE - FACILITY,167
301000495,ASSAY FOR PHENCYCLIDINE - FACILITY,205
301000497,ASSAY OF PHENOBARBITAL - FACILITY,112
301000500,"ASSAY OF PHENYTOIN, FREE - FACILITY",98
301000501,"ASSAY OF PHENYTOIN, TOTAL - FACILITY",84
301000504,ASSAY PHOSPHOHEXOSE ISOMERASE - FACILITY,138
301000505,PHOSPHOLIPIDS - FACILITY,88
301000506,ASSAY OF URINE PHOSPHORUS - FACILITY,53
301000507,ASSAY OF INORGANIC PHOSPHORUS - FACILITY,27
301000508,PIPICOLOC ACID - FACILITY,123
301000510,"FIBRINOLYTIC PLASMINOGEN,ACTIVTR - FACILITY",258
301000512,ASSAY OF PORPHOBILINOGEN URINE QUAN - FACILITY,121
301000513,ASSAY OF PORPHYRINS FECES QUAN - FACILITY,154
301000514,PORPHYRINS FRACTION - FACILITY,199
301000515,PORPHYRINS TOTAL - FACILITY,81
301000516,ASSAY OF PORPHYRINS URINE QUAN&FXJ - FACILITY,210
301000517,PORPHYRINS - FACILITY,81
301000518,POSACONAZOLE ASSAY - FACILITY,145
301000519,POSTMORTEM BILE/BLD SPOT - FACILITY,153
301000521,POTASSIUM QUANTITATIVE STOOL - FACILITY,50
301000522,ASSAY OF SERUM POTASSIUM - FACILITY,32
301000523,ASSAY OF URINE POTASSIUM - FACILITY,41
301000524,ASSAY OF PREALBUMIN - FACILITY,108
301000526,"CHORIONIC GONADOTROPIN, QUAL - FACILITY",74
301000527,ASSAY OF PREGNENOLONE - FACILITY,159
301000528,ASSAY OF PRIMIDONE - FACILITY,147
301000531,ASSAY OF PROCALCITONIN - FACILITY,189
301000533,ASSAY OF PROGESTERONE - FACILITY,161
301000536,ASSAY OF PROINSULIN - FACILITY,236
301000537,ASSAY OF PROLACTIN - FACILITY,178
301000539,PROPAFENONE ASSAY - FACILITY,136
301000542,ASSAY OF PROSTAGLANDIN - FACILITY,116
301000543,ASSAY PHOSPHATASE ACID PROSTATIC - FACILITY,121
301000544,PROTEIN E-PHORESIS/URINE/CSF - FACILITY,129
301000545,"PROTEIN E-PHORESIS, SERUM - FACILITY",110
301000546,PROTEIN E-PHORESIS/URINE/CSF - FACILITY,112
301000547,PROTEIN TOT XCPT REFRACTOMETRY OTH SRC - FACILITY,45
301000548,PROTEIN TOT XCPT REFRACTOMETRY OTH SRC - FACILITY,45
301000550,PROTEIN TOT XCPT REFRACTOMETRY SERUM - FACILITY,36
301000551,PROTEIN TOT XCPT REFRACTOMETRY URINE - FACILITY,49
301000552,IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTIPLE STEP - FACILITY,106
301000553,ASSAY RBC PROTOPORPHYRIN - FACILITY,101
301000555,"PROSTATE SPECIFIC ANTIGEN,FREE - FACILITY",155
301000556,"PROSTATE SPECIFIC ANTIGEN,TOTAL - FACILITY",139
301000557,PSYCHOSINE QUANT - FACILITY,191
301000558,CHEMILUMINESCENT ASSAY - FACILITY,135
301000560,PYRIDOXIC ACID QUANT - FACILITY,174
301000561,ASSAY OF PYRUVATE - FACILITY,134
301000563,ASSAY OF PYRUVATE KINASE - FACILITY,92
301000567,RENAL FUNCTION PANEL - FACILITY,260
301000568,ASSAY OF RENIN - FACILITY,204
301000569,RETINOL BINDING PROTEIN - FACILITY,143
301000571,THERAPEUTIC DRUG UNLISTED - FACILITY,145
301000573,IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTIPLE STEP - FACILITY,112
301000575,RNA POLYMERASE III AB IGG QUANT - FACILITY,160
301000579,ASSAY OF SELENIUM - FACILITY,205
301000580,ASSAY OF SEROTONIN - FACILITY,256
301000582,ASSAY OF SEX HORMONE BINDING GLOBULIN - FACILITY,172
301000583,CREATININE CLEARANCE TEST - FACILITY,102
301000584,ASSAY OF SIROLIMUS - FACILITY,150
301000589,"ASSAY OF SODIUM, OTHER SOURCE - FACILITY",45
301000590,ASSAY OF URINE SODIUM - FACILITY,41
301000591,ASSAY OF SERUM SODIUM - FACILITY,33
301000592,"ASSAY, NON-ENDOCRINE RECEPTOR - FACILITY",280
301000593,ASSAY OF SOMATOMEDIN - FACILITY,265
301000594,BODY FLUID SPECIFIC GRAVITY - FACILITY,20
301000597,GROWTH STIMULATION EXPRESSED GENE 2 - FACILITY,80
301000598,STEROLS PLASMA QUANT - FACILITY,106
301000600,STRIATIONAL AB QUANT - FACILITY,150
301000601,COLUMN CHROMATOGRAPHY/MASS SPEC - FACILITY,123
301000602,SULFAMETHOXAZOLE ASSAY - FACILITY,136
301000603,ASSAY OF URINE SULFATE - FACILITY,33
301000604,BLOOD SULFHEMOGLOBIN ASSAY - FACILITY,75
301000606,SYN GLUCOCORTICOID SCRN URINE - FACILITY,140
301000607,SYN GLUCOCORTICOID SCRN - FACILITY,140
301000608,TRIIODOTHYRONINE FREE ASSAY (FT-3) - FACILITY,131
301000609,THYROID HORM UPTAKE/THYR HORM BINDING RATIO - FACILITY,74
301000610,TRIIODOTHYRONINE T3 REVERSE - FACILITY,207
301000611,"TRIIODOTHYRONINE TOTAL ASSAY, TT-3 - FACILITY",115
301000612,ASSAY OF FREE THYROXINE - FACILITY,121
301000613,ASSAY OF TOTAL THYROXINE - FACILITY,68
301000614,ASSAY OF TACROLIMUS - FACILITY,150
301000615,DRUG SCREENING TAPENTADOL - FACILITY,134
301000617,ASSAY OF TESTOSTERONE - FACILITY,165
301000618,ASSAY OF TOTAL TESTOSTERONE - FACILITY,173
301000619,ASSAY OF TOTAL TESTOSTERONE - FACILITY,173
301000621,DRUG SCREENING CANNABINOIDS NATURAL - FACILITY,176
301000628,ASSAY OF THYROGLOBULIN - FACILITY,130
301000629,ASSAY OF THYROGLOBULIN - FACILITY,211
301000630,ASSAY OF THYROID STIM IMMUNOGLOBULINS (TSI) - FACILITY,462
301000631,ASSAY THYROID STIM HORMONE - FACILITY,102
301000633,THYROTROPIN RECEPTOR ANTIBODY QUANT - FACILITY,144
301000634,ASSAY OF THYROXINE BNDNG GLOBULIN - FACILITY,149
301000636,IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTIPLE STEP - FACILITY,106
301000637,ASSAY OF TOBRAMYCIN - FACILITY,137
301000638,ASSAY OF TOPIRAMATE - FACILITY,167
301000639,ASSAY OF TOPIRAMATE - FACILITY,167
301000640,TOTAL LIGHT CHAIN EA - FACILITY,143
301000642,DRUG SCREENING TRAMADOL - FACILITY,176
301000643,ASSAY OF TRANSFERRIN - FACILITY,129
301000646,ASSAY OF TRIGLYCERIDES - FACILITY,38
301000647,TRIMETHOPRIM ASSAY - FACILITY,175
301000649,"ASSAY OF TROPONIN, QUANT - FACILITY",77
301000651,TRYPTASE SERUM - FACILITY,111
301000652,"AMINO ACIDS, SINGLE QUANTITATION - FACILITY",330
301000654,ASSAY TYROSINE - FACILITY,107
301000658,ASSAY URINE UREA-N - FACILITY,44
301000659,"ASSAY UREA NITROGEN, QUAN - FACILITY",35
301000660,"ASSAY OF URIC ACID, BLOOD - FACILITY",35
301000661,"ASSAY OF URIC ACID, BLOOD, OTHER SOURCE - FACILITY",41
301000662,ASSAY OF ADP & AMP - FACILITY,158
301000665,DRUG SCREEN QUANT DIPROPYLACETIC ACID TOTAL - FACILITY,127
301000666,DRUG SCREEN QUANT DIPROPYLACETIC ACID FREE - FACILITY,123
301000667,ASSAY OF VANCOMYCIN - FACILITY,106
301000668,ASSAY OF URINE VMA - FACILITY,184
301000669,ASSAY OF VIP - FACILITY,352
301000670,ASSAY OF VASOPRESSIN - FACILITY,237
301000673,IMMUNOASSAY ANALYTE QUANT RADIOIMMUNOASSAY - FACILITY,197
301000674,ASSAY OF VITAMIN A - FACILITY,115
301000675,ASSAY OF VITAMIN B-1 - FACILITY,188
301000676,VITAMIN B-12 - FACILITY,135
301000677,ASSAY OF VITAMIN B-2 - FACILITY,221
301000678,ASSAY OF VITAMIN B-6 - FACILITY,240
301000679,"ASSAY, DIHYDROXYVITAMIN D W/FRACTIONS, IF PERFORMED - FACILITY",322
301000680,"ASSAY OF VIT D,CALCIFEDIOL W FRACTIONS, IF PERFORMED - FACILITY",213
301000681,ASSAY OF VITAMIN E - FACILITY,133
301000682,ASSAY OF VITAMIN K - FACILITY,137
301000683,ASSAY OF VOLATILES - FACILITY,99
301000684,VORICONAZOLE ASSAY - FACILITY,145
301000685,WARFARIN ASSAY - FACILITY,154
301000686,"PROTEIN, WESTERN BLOT TEST, W BAND ID - FACILITY",294
301000687,"PROTEIN, WESTERN BLOT TEST - FACILITY",150
301000689,ASSAY OF ZINC - FACILITY,122
301000690,DRUG SCREEN QUANTITATIVE ZONISAMIDE - FACILITY,141
301000692,TOTAL CORTISOL - FACILITY,160
301000696,"BLOOD, OCCULT, BY PEROXID, FECES, OTHER SOURCES - FACILITY",26
301000697,OXYSTEROLS BLOOD SPOT - FACILITY,174
301000698,ASSAY OF THEOPHYLLINE - FACILITY,122
301000701,MITOCHONDRIAL ENZYME COMPLEX I - FACILITY,162
301000706,DRUG SCREEN QUANT ALCOHOLS BIOMARKERS 1 OR 2 - FACILITY,176
301000709,DRUG SCREENING OPIATES 1 OR MORE - FACILITY,137
301000712,HEAVY METAL QUANTIATIVE EACH NES - FACILITY,189
301000714,ASSAY OF OXALATE - FACILITY,203
301000741,ASSAY OF SOMATOSTATIN - FACILITY,246
301000742,HYDROXYCHLOROQUINE ASSAY - FACILITY,176
301000746,PROTEIN TOT XCPT REFRACTOMETRY URINE - FACILITY,49
301000770,"CHORIONIC GONADOTROPIN, QUANT - FACILITY",118
301000771,"ASSAY OF TROPONIN, QUANT - FACILITY",77
301000789,OXYSTEROLS QUANT - FACILITY,117
301000790,PURINE AND PYRIMIDINE PANEL - FACILITY,174
301000795,BETA GLUCOSIDASE - FACILITY,730
301000796,LYSOSOMAL ACID LIPASE - FACILITY,162
301000811,CELL COUNT BODY FLUID - FACILITY,66
301000812,CELL COUNT FLUID W DIFF COUNT - FACILITY,70
301000814,CELL COUNT W DIFF BODY FLUID - FACILITY,70
301000817,"EXAM,SYNOVIAL FLUID CRYSTALS - FACILITY",73
301000818,DRUG TEST PRSMV CHEM ANLYZR1 - FACILITY,155
301000819,DRUG TEST PRSMV CHEM ANLYZR2 - FACILITY,99
301000820,DRUG TEST PRSMV CHEM ANLYZR3 - FACILITY,99
301000821,DRUG TEST PRSMV CHEM ANLYZR4 - FACILITY,120
301000822,DRUG TEST PRSMV CHEM ANLYZR5 - FACILITY,120
301000823,DRUG TEST PRSMV CHEM ANLYZR6 - FACILITY,120
301000824,DRUG TEST PRSMV CHEM ANLYZR7 - FACILITY,120
301000826,FENTANYL SCREEN - FACILITY,120
301000827,DRUG TEST PRSMV DIR OPT OBS - FACILITY,79
301000828,ASSAY BIOVLBL TESTOSTERONE DIRECT MEASUREMENT - FACILITY,284
301000837,"PROSTATE SPECIFIC ANTIGEN,TOTAL - FACILITY",139
301000838,"ASSAY OF GAMMAGLOBULIN IGA, IGD, IGG, IGM, EACH - FACILITY",83
301000840,HEMOGLOBIN ELECTROPHORESIS - FACILITY,101
301000842,EOSINOPHIL COUNT - FACILITY,103
301000843,ASSAY OF AMIKACIN - FACILITY,125
301000845,TPMT ACTIVITY PROFILE RBC - FACILITY,113
301000851,HEAVY METAL QUANTIATIVE EACH NES - FACILITY,177
301000852,ASSAY OF CALCITONIN - FACILITY,182
301000855,ADALIMUMAB - FACILITY,135
301000856,ADALIMUMAB QN W/REFLEX - FACILITY,140
301000860,"7AC4, BILE ACID SYNTH - FACILITY",174
301000861,PORPHOBILINOGEN - FACILITY,174
301000873,KERATAN SULFATE QUANT - FACILITY,180
301000874,"MUCOPOLYSACCHARIDOSIS, BS - FACILITY",180
301000875,GALE DEFICIENCY - FACILITY,180
301000879,"24, 25 DIHYDROXY - FACILITY",174
301000949,ASSAY OF THYROGLOBULIN - FACILITY,211
301000955,ASSAY OF CYCLOSPORINE - FACILITY,158
301000956,THERAPEUTIC DRUG UNLISTED 1 - FACILITY,145
301000957,DRUG TEST PRSMV CHEM ANLYZR11 - FACILITY,120
301000958,DRUG TEST PRSMV CHEM ANLYZR13 - FACILITY,120
301000959,DRUG TEST PRSMV CHEM ANLYZR9 - FACILITY,99
301000960,DRUG TEST PRSMV CHEM ANLYZR8 - FACILITY,99
301000961,DRUG TEST PRSMV CHEM ANLYZR12 - FACILITY,120
301000962,DRUG TEST PRSMV CHEM ANLYZR10 - FACILITY,120
301000963,DRUG SCREEN QUANTITATIVE ALCOHOLS - FACILITY,176
301000964,DRUG SCREEN QUANTITATIVE ALCOHOLS - FACILITY,176
301000965,DRUG SCREEN QUANTITATIVE ALCOHOLS - FACILITY,176
301000966,DRUG SCREEN QUANTITATIVE ALCOHOLS - FACILITY,176
301000967,ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 1 OR 2 - FACILITY,176
301000968,BARBITURATES QUANT ASSAY 1 - FACILITY,176
301000969,BARBITURATES QUANT ASSAY 2 - FACILITY,176
301000970,DRUG SCREENING BENZODIAZEPINES 1-12 - FACILITY,176
301000971,DRUG SCREENING BENZODIAZEPINES 1-12 - FACILITY,176
301000972,DRUG SCREENING COCAINE - FACILITY,191
301000973,DRUG SCREENING FENTANYL - FACILITY,176
301000974,DRUG SCREENING HEROIN METABOLITE - FACILITY,176
301000975,"ALPHA-1-ANTITRYPSIN, TOTAL - FACILITY",117
301000976,ASSAY OF ARSENIC - FACILITY,105
301000977,BILIRUBIN TOTAL - FACILITY,28
301000978,CARCINOEMBRYONIC ANTIGEN - FACILITY,162
301000979,CARCINOEMBRYONIC ANTIGEN - FACILITY,162
301000980,"CORTISOL, FREE - FACILITY",224
301000981,PORPHYRINS FRACTION 1 - FACILITY,294
301000984,GONADOTROPIN (LH) - FACILITY,136
301000985,HEAVY METAL QUANTIATIVE EACH NES - FACILITY,177
301000986,HEAVY METAL QUANTIATIVE EACH NES - FACILITY,177
301000987,HEAVY METAL QUANTIATIVE EACH NES - FACILITY,177
301000988,GANGLIOSIDE QUANT 1 - FACILITY,124
301000989,IMMUNOASSAY QUANT NOS 4 - FACILITY,124
301000990,IMMUNOASSAY QUANT NOS 3 - FACILITY,124
301000991,IMMUNOASSAY QUANT NOS 1 - FACILITY,124
301000992,ASSAY OF MERCURY - FACILITY,127
301000993,ALPHA 1 MICROGLOBIN 1 - FACILITY,143
301000994,RETINOL BINDING PROTEIN 1 - FACILITY,143
301000995,"ASSAY SNGL ORGANIC ACID, QUANTITATIVE - FACILITY",169
301000996,ASSAY OF BLOOD OSMOLALITY - FACILITY,63
301000997,ASSAY OF PARATHORMONE - FACILITY,318
301000998,ASSAY FOR PHENCYCLIDINE - FACILITY,176
301000999,ASSAY OF PROCALCITONIN - FACILITY,189
301001000,"PROSTATE SPECIFIC ANTIGEN,TOTAL - FACILITY",139
301001001,ASSAY OF TOTAL THYROXINE - FACILITY,68
301001002,ASSAY OF TRIGLYCERIDES - FACILITY,38
301001003,ASSAY OF ZINC - FACILITY,122
301001004,NITROGEN TOTAL 1 - FACILITY,146
302000003,AGGLUTININS; FEBRILE - FACILITY,76
302000006,ANTIHUMAN GLOBULIN INDIRECT EA ANTIBODY TITER - FACILITY,104
302000007,ANTIHUMAN GLOBULIN INDIRECT EA ANTIBODY TITER - FACILITY,104
302000009,ALLERGEN SPEC IGE CRUDE ALLERGEN EXTRACT EACH - FACILITY,40
302000010,"ALLERGEN SPEC IGG QUANT,EACH - FACILITY",40
302000011,ANTIHUMAN GLOBULIN INDIRECT EA ANTIBODY TITER - FACILITY,104
302000012,ALPHA-FETOPROTEIN CSF QUANT - FACILITY,208
302000013,FLUORESCENT ANTIBODY; SCREEN - FACILITY,126
302000014,FLUORESCENT ANTIBODY; TITER - FACILITY,115
302000015,FLUORESCENT ANTIBODY; SCREEN - FACILITY,120
302000016,PHOSPHOLIPID ANTIBODY - FACILITY,44
302000017,RBC ANTIBODY ELUTION - FACILITY,122
302000018,RBC ANTIBODY ELUTION - FACILITY,85
302000019,RBC ANTIBODY IDENTIFICATION - FACILITY,160
302000020,RBC ANTIBODY IDENTIFICATION - FACILITY,146
302000021,RBC ANTIBODY SCREEN - FACILITY,77
302000022,RBC ANTIBODY SCREEN - FACILITY,77
302000023,ANTI-DIPTHERIA TOXOID IGG - FACILITY,108
302000024,FLUORESCENT ANTIBODY; SCREEN - FACILITY,126
302000026,ANTINUCLEAR ANTIBODIES - FACILITY,110
302000028,ANTISTREPTOLYSIN O TITER - FACILITY,67
302000030,ANTI-TETANUS TOXOID IGG - FACILITY,108
302000031,FLUORESCENT ANTIBODY; SCREEN - FACILITY,120
302000032,ASPERGILLUS ANTIBODY - FACILITY,120
302000033,"B CELLS, TOTAL COUNT - FACILITY",232
302000035,"BARTONELLA, ANTIBODY - FACILITY",92
302000037,"BETA 2 GLYCOPROTEIN I ANTIBODY,EA - FACILITY",198
302000038,"BLASTOMYCES, ANTIBODY - FACILITY",125
302000040,BLOOD TYPING SEROLOGIC ABO - FACILITY,35
302000041,BLOOD TYPING SEROLOGIC ABO - FACILITY,35
302000042,BLOOD TYPE ANTIGEN DONOR REAGENT SERUM EACH - FACILITY,107
302000043,BLOOD TYPE ANTIGEN DONOR REAGENT SERUM EACH - FACILITY,57
302000044,BLOOD TYPING SEROLOGIC RH (D) - FACILITY,35
302000045,BLOOD TYPING SEROLOGIC RH (D) - FACILITY,35
302000046,BORDETELLA ANTIBODY - FACILITY,178
302000048,"BRUCELLA, ANTIBODY - FACILITY",80
302000049,CARDIOLIPIN ANTIBODY - FACILITY,192
302000050,CELLULAR FUNCTION ASSAY STIMUL&DETECT BIOMARKER - FACILITY,370
302000052,CHIKUNGUNYA AB EA - FACILITY,133
302000053,"CHLAMYDIA, ANTIBODY - FACILITY",70
302000054,"CHLAMYDIA, IGM, ANTIBODY - FACILITY",83
302000055,CHROMOGRANIN A QUANT - FACILITY,208
302000056,"COCCIDIOIDES, ANTIBODY - FACILITY",118
302000057,COLD AGGLUTININ SCREEN - FACILITY,63
302000058,"COLD AGGLUTININ, TITER - FACILITY",81
302000060,"COMPATIBILITY TEST,ANTIGLOB TECH - FACILITY",114
302000061,"COMPATIBILITY TEST, ELECTRONIC - FACILITY",84
302000062,"COMPATIBILITY TEST,SPIN TECH - FACILITY",105
302000065,"COMPLEMENT, ANTIGEN - FACILITY",141
302000066,"COMPLEMENT, ANTIGEN - FACILITY",141
302000067,"COMPLEMENT, ANTIGEN - FACILITY",141
302000068,COMPLEMENT/FUNCTION ACTIVITY - FACILITY,194
302000069,COMPLEMENT/FUNCTION ACTIVITY - FACILITY,168
302000070,"COMPLEMENT, TOTAL (CH50) - FACILITY",196
302000072,C-REACTIVE PROTEIN - FACILITY,68
302000073,FLUORESCENT ANTIBODY; SCREEN - FACILITY,120
302000074,"C-REACTIVE PROTEIN,HIGH SENSITIVITY - FACILITY",90
302000075,CRYPTOCOCCAL ANTIGEN CSF - FACILITY,81
302000078,CRYPTOCOCCAL ANTIGEN - FACILITY,81
302000081,CYCLIC CIRULLINATED PEPTIDE ANTIBODY - FACILITY,146
302000084,"CMV ANTIBODY, IGM - FACILITY",166
302000085,CMV ANTIBODY - FACILITY,149
302000088,DENGUE FEVER EA - FACILITY,133
302000089,"DEOXYRIBONUCLEASE, ANTIBODY - FACILITY",101
302000094,ANTIHUMAN GLOBULIN DIR EA ANTISERUM - FACILITY,55
302000095,ANTIHUMAN GLOBULIN DIR EA ANTISERUM - FACILITY,55
302000096,"DNA ANTIBODY, NATV/2 STRAND - FACILITY",138
302000098,FLUORESCENT ANTIBODY; SCREEN - FACILITY,122
302000099,ECHINOCOCCUS AB IGG - FACILITY,156
302000100,"EHRLICHIA, ANTIBODY - FACILITY",163
302000101,ENCEPHAL ANTIBODY CALIF - FACILITY,102
302000102,ENCEPHAL ANTIBODY CALIF - FACILITY,102
302000103,ENCEPHAL ANTIBODY EAST EQU - FACILITY,102
302000104,ENCEPHAL ANTIBODY EAST EQU - FACILITY,102
302000105,ENCEPHAL ANTIBODY ST LOUIS - FACILITY,94
302000106,ENCEPHAL ANTIBODY ST LOUIS - FACILITY,194
302000107,ENCEPHAL ANTIBODY WEST EQU - FACILITY,94
302000108,ENCEPHAL ANTIBODY WEST EQU - FACILITY,194
302000110,FLUORESCENT ANTIBODY; SCREEN - FACILITY,114
302000111,"ENTEROVIRUS, ANTIBODY - FACILITY",71
302000112,"EPSTEIN-BARR ANTIBODY,EARLY - FACILITY",160
302000113,"EPSTEIN-BARR ANTIBODY,NUCLEAR - FACILITY",141
302000114,"EPSTEIN-BARR ANTIBODY,V CAPSID - FACILITY",161
302000115,NUCLEAR ANTIGEN ANTIBODY - FACILITY,99
302000116,FLOW CYTOMETRIC CROSSMATCH - FACILITY,377
302000120,FLUORESCENT ANTIBODY; SCREEN - FACILITY,126
302000121,FLUORESCENT ANTIBODY; TITER - FACILITY,115
302000122,ISLET CELL ANTIBODY - FACILITY,138
302000124,FLUORESCENT ANTIBODY; SCREEN - FACILITY,120
302000125,WBC ANTIBODY IDENTIFICATION - FACILITY,218
302000127,HEPATITIS A ANTIBODY HAAB - FACILITY,107
302000128,HEPATITIS ANTIBODY HAAB IGM ANTIBODY - FACILITY,94
302000129,"HEP B CORE AB TEST, TOTAL - FACILITY",117
302000130,"HEP B CORE AB TEST, IGM - FACILITY",101
302000131,HEPATITIS BE AB TEST - FACILITY,111
302000132,HBV SURFACE AB QUANT - FACILITY,108
302000133,HEPATITIS B SURFACE AB TEST - FACILITY,98
302000134,HEPATITIS C AB TEST - FACILITY,167
302000135,"HEP C AB TEST, CONFIRM - FACILITY",198
302000136,HEPATITIS C AB TEST - FACILITY,134
302000137,HEPATITIS C AB TEST - FACILITY,134
302000140,HEMOLYSINS/AGGLUTININS - FACILITY,143
302000141,HEMOLYSINS/AGGLUTININS AUTO - FACILITY,107
302000142,HEMOPHILUS INFLUENZA - FACILITY,143
302000143,PLATELET ANTIBODIES - FACILITY,272
302000145,"HERPES SIMPLEX TEST, TYPE 1 - FACILITY",147
302000146,"HERPES SIMPLEX TEST, TYPE 2 - FACILITY",110
302000147,"HETEROPHILE ANTIBODIES,SCREEN - FACILITY",83
302000148,HEV AB - FACILITY,109
302000150,HISTOPLASMA - FACILITY,80
302000151,HIV-1 - FACILITY,89
302000152,"HIV-1/HIV-2, SINGLE ASSAY - FACILITY",142
302000155,HIV-2 - FACILITY,113
302000156,HTLV/HIV CONFIRMATORY TEST - FACILITY,67
302000157,HTLV/HIV CONFIRMATORY TEST - FACILITY,285
302000158,ANTIBODY HLA CLASS I HIGH DEFINITION PANEL QUAL - FACILITY,798
302000159,ANTIBODY HLA CLASS II HIGH DEFINITION PANEL QUAL - FACILITY,742
302000161,ANTIBODY HLA CLASS I PHENOTYPE PANEL QUALITATIVE - FACILITY,502
302000162,ANTIBODY HLA CLASS II PHENOTYPE PANEL QUAL - FACILITY,437
302000163,HLA CROSSMATCH NONCYTOTOXIC EA+ SERUM/DILUTION - FACILITY,150
302000169,"HERPES SIMPLEX TEST, UNSPECIFIED TYPE - FACILITY",110
302000170,"HERPES SIMPLEX TEST, UNSPECIFIED TYPE - FACILITY",155
302000172,HTLV/HIV CONFIRMATORY TEST - FACILITY,183
302000173,HTLV I AB - FACILITY,143
302000175,HUMAN EPIDIDYMIS PROTEIN 4 (HE4) - FACILITY,90
302000176,ISLET CELL ANTIBODY - FACILITY,138
302000177,IFE OTHER FLUIDS - FACILITY,179
302000178,"IMMUNOFIX E-PHORESIS, SERUM - FACILITY",216
302000179,IFE URINE - FACILITY,179
302000181,"IMMUNOASSAY, TUMOR ANTIGEN, CA 125 - FACILITY",190
302000182,"IMMUNOASSAY, TUMOR ANTIGEN, CA 15-3 - FACILITY",220
302000183,"IMMUNOASSAY, TUMOR ANTIGEN, CA 19-9 - FACILITY",204
302000184,"IMMUNOASSAY, TUMOR ANTIGEN, CA 15-3 - FACILITY",220
302000189,INFECTIOUS AGENT AB QUAN NOS - FACILITY,60
302000190,INFLUENZA VIRUS - FACILITY,103
302000191,INHIBIN A - FACILITY,159
302000192,INSULIN ANTIBODIES - FACILITY,239
